ID,GeoCoord,Location,Date&Time,perContained,Area(mi),Cause 
6141c4e720772d83b65ef521,-118.168012165&33.940204848,LAC 292999,2021-09-14T19:27:49-07:00,None,None,Undetermined
6142ace920772d83b6603a6a,-118.168012165&33.940204848,LAC 292999,2021-09-14T19:27:49-07:00,None,None,Undetermined
61422e5820772d83b65f8e63,-118.168012165&33.940204848,LAC 292999,2021-09-14T19:27:49-07:00,None,None,Undetermined
614297e020772d83b6602794,-118.168012165&33.940204848,LAC 292999,2021-09-14T19:27:49-07:00,None,None,Undetermined
6141e81020772d83b65f4d90,-118.168012165&33.940204848,LAC 292999,2021-09-14T19:27:49-07:00,None,None,Undetermined
613d3cb820772d83b658af4b,-118.168012165&33.940204848,LAC 292999,2021-09-14T19:27:49-07:00,None,None,Undetermined
6141fd1f20772d83b65f60f9,-118.168012165&33.940204848,LAC 292999,2021-09-14T19:27:49-07:00,None,None,Undetermined
6141bdd720772d83b65eeec7,-118.168012165&33.940204848,LAC 292999,2021-09-14T19:27:49-07:00,None,None,Undetermined
6141bdd720772d83b65eeec8,-118.168012165&33.940204848,LAC 292999,2021-09-14T19:27:49-07:00,None,None,Undetermined
